tileset,index,type_or_hex
indoor_jubilife,91,NORMAL
indoor_jubilife,92,NORMAL
indoor_jubilife,93,NORMAL
indoor_jubilife,94,NORMAL
indoor_jubilife,95,NORMAL
indoor_jubilife,96,NORMAL
indoor_jubilife,97,NORMAL
indoor_jubilife,98,NORMAL
indoor_jubilife,99,NORMAL
indoor_jubilife,100,NORMAL
indoor_jubilife,101,NORMAL
indoor_jubilife,102,NORMAL
indoor_jubilife,103,NORMAL
indoor_jubilife,104,NORMAL
indoor_jubilife,105,NORMAL
indoor_jubilife,106,NORMAL
indoor_jubilife,107,NORMAL
indoor_jubilife,108,NORMAL
indoor_jubilife,109,NORMAL
indoor_jubilife,110,NORMAL
indoor_jubilife,111,NORMAL
indoor_jubilife,112,NORMAL
indoor_jubilife,113,NORMAL
indoor_jubilife,114,NORMAL
indoor_jubilife,115,NORMAL
indoor_jubilife,116,NORMAL
indoor_jubilife,117,NORMAL
indoor_jubilife,118,NORMAL
indoor_jubilife,119,NORMAL
indoor_jubilife,120,NORMAL
indoor_jubilife,121,NORMAL
indoor_jubilife,122,NORMAL
indoor_jubilife,123,NORMAL
indoor_jubilife,124,NORMAL
indoor_jubilife,125,NORMAL
indoor_jubilife,126,NORMAL
indoor_jubilife,127,NORMAL
outdoor_oreburgh,0,NORMAL
outdoor_oreburgh,1,NORMAL
outdoor_oreburgh,2,NORMAL
outdoor_oreburgh,3,NORMAL
outdoor_oreburgh,4,NORMAL
outdoor_oreburgh,5,NORMAL
outdoor_oreburgh,6,NORMAL
outdoor_oreburgh,7,NORMAL
outdoor_oreburgh,8,NORMAL
outdoor_oreburgh,9,NORMAL
outdoor_oreburgh,10,NORMAL
outdoor_oreburgh,11,NORMAL
outdoor_oreburgh,12,NORMAL
outdoor_oreburgh,13,NORMAL
outdoor_oreburgh,14,NORMAL
outdoor_oreburgh,15,NORMAL
outdoor_oreburgh,16,NORMAL
outdoor_oreburgh,17,NORMAL
outdoor_oreburgh,18,NORMAL
outdoor_oreburgh,19,NORMAL
outdoor_oreburgh,20,NORMAL
outdoor_oreburgh,21,NORMAL
outdoor_oreburgh,22,NORMAL
outdoor_oreburgh,23,NORMAL
outdoor_oreburgh,24,NORMAL
outdoor_oreburgh,25,NORMAL
outdoor_oreburgh,26,NORMAL
outdoor_oreburgh,27,NORMAL
outdoor_oreburgh,28,NORMAL
outdoor_oreburgh,29,NORMAL
outdoor_oreburgh,30,NORMAL
outdoor_oreburgh,31,NORMAL
outdoor_oreburgh,32,NORMAL
outdoor_oreburgh,33,NORMAL
outdoor_oreburgh,34,NORMAL
outdoor_oreburgh,35,NORMAL
outdoor_oreburgh,36,NORMAL
outdoor_oreburgh,37,NORMAL
outdoor_oreburgh,38,NORMAL
outdoor_oreburgh,39,NORMAL
outdoor_oreburgh,40,NORMAL
outdoor_oreburgh,41,NORMAL
outdoor_oreburgh,42,NORMAL
outdoor_oreburgh,43,NORMAL
outdoor_oreburgh,44,NORMAL
outdoor_oreburgh,45,NORMAL
outdoor_oreburgh,46,NORMAL
outdoor_oreburgh,47,NORMAL
outdoor_oreburgh,48,NORMAL
outdoor_oreburgh,49,NORMAL
outdoor_oreburgh,50,NORMAL
outdoor_oreburgh,51,NORMAL
outdoor_oreburgh,52,NORMAL
outdoor_oreburgh,53,NORMAL
outdoor_oreburgh,54,NORMAL
outdoor_oreburgh,55,NORMAL
outdoor_oreburgh,56,NORMAL
outdoor_oreburgh,57,NORMAL
outdoor_oreburgh,58,NORMAL
outdoor_oreburgh,59,NORMAL
outdoor_oreburgh,60,NORMAL
outdoor_oreburgh,61,NORMAL
outdoor_oreburgh,62,NORMAL
outdoor_oreburgh,63,NORMAL
outdoor_oreburgh,64,NORMAL
outdoor_oreburgh,65,NORMAL
outdoor_oreburgh,66,NORMAL
outdoor_oreburgh,67,NORMAL
outdoor_oreburgh,68,NORMAL
outdoor_oreburgh,69,NORMAL
outdoor_oreburgh,70,NORMAL
outdoor_oreburgh,71,NORMAL
outdoor_oreburgh,72,NORMAL
outdoor_oreburgh,73,NORMAL
outdoor_oreburgh,74,NORMAL
outdoor_oreburgh,75,NORMAL
outdoor_oreburgh,76,NORMAL
outdoor_oreburgh,77,NORMAL
outdoor_oreburgh,78,NORMAL
outdoor_oreburgh,79,NORMAL
outdoor_oreburgh,80,NORMAL
outdoor_oreburgh,81,NORMAL
outdoor_oreburgh,82,NORMAL
outdoor_oreburgh,83,NORMAL
outdoor_oreburgh,84,NORMAL
outdoor_oreburgh,85,NORMAL
outdoor_oreburgh,86,NORMAL
outdoor_oreburgh,87,NORMAL
outdoor_oreburgh,88,NORMAL
outdoor_oreburgh,89,NORMAL
outdoor_oreburgh,90,NORMAL
outdoor_oreburgh,91,NORMAL
outdoor_oreburgh,92,NORMAL
outdoor_oreburgh,93,NORMAL
outdoor_oreburgh,94,NORMAL
outdoor_oreburgh,95,NORMAL
outdoor_oreburgh,96,NORMAL
outdoor_oreburgh,97,NORMAL
outdoor_oreburgh,98,NORMAL
outdoor_oreburgh,99,NORMAL
outdoor_oreburgh,100,NORMAL
outdoor_oreburgh,101,NORMAL
outdoor_oreburgh,102,NORMAL
outdoor_oreburgh,103,NORMAL
outdoor_oreburgh,104,NORMAL
outdoor_oreburgh,105,NORMAL
outdoor_oreburgh,106,NORMAL
outdoor_oreburgh,107,NORMAL
outdoor_oreburgh,108,NORMAL
outdoor_oreburgh,109,NORMAL
outdoor_oreburgh,110,NORMAL
outdoor_oreburgh,111,NORMAL
outdoor_oreburgh,112,NORMAL
outdoor_oreburgh,113,NORMAL
outdoor_oreburgh,114,NORMAL
outdoor_oreburgh,115,NORMAL
outdoor_oreburgh,116,NORMAL
outdoor_oreburgh,117,NORMAL
outdoor_oreburgh,118,NORMAL
outdoor_oreburgh,119,NORMAL
outdoor_oreburgh,120,NORMAL
outdoor_oreburgh,121,NORMAL
outdoor_oreburgh,122,NORMAL
outdoor_oreburgh,123,NORMAL
outdoor_oreburgh,124,NORMAL
outdoor_oreburgh,125,NORMAL
outdoor_oreburgh,126,NORMAL
outdoor_oreburgh,127,NORMAL
outdoor_oreburgh,128,NORMAL
outdoor_oreburgh,129,NORMAL
outdoor_oreburgh,130,NORMAL
outdoor_oreburgh,131,NORMAL
outdoor_oreburgh,132,NORMAL
outdoor_oreburgh,133,NORMAL
outdoor_oreburgh,134,NORMAL
outdoor_oreburgh,135,NORMAL
outdoor_oreburgh,136,NORMAL
outdoor_oreburgh,137,NORMAL
outdoor_oreburgh,138,NORMAL
outdoor_oreburgh,139,NORMAL
outdoor_oreburgh,140,NORMAL
outdoor_oreburgh,141,NORMAL
outdoor_oreburgh,142,NORMAL
outdoor_oreburgh,143,NORMAL
outdoor_oreburgh,144,NORMAL
outdoor_oreburgh,145,NORMAL
outdoor_oreburgh,146,NORMAL
outdoor_oreburgh,147,NORMAL
outdoor_oreburgh,148,NORMAL
outdoor_oreburgh,149,NORMAL
outdoor_oreburgh,150,NORMAL
outdoor_oreburgh,151,NORMAL
outdoor_oreburgh,152,NORMAL
outdoor_oreburgh,153,NORMAL
outdoor_oreburgh,154,NORMAL
outdoor_oreburgh,155,NORMAL
outdoor_oreburgh,156,NORMAL
outdoor_oreburgh,157,NORMAL
outdoor_oreburgh,158,NORMAL
outdoor_oreburgh,159,NORMAL
outdoor_oreburgh,160,NORMAL
outdoor_oreburgh,161,NORMAL
outdoor_oreburgh,162,NORMAL
outdoor_oreburgh,163,NORMAL
outdoor_oreburgh,164,NORMAL
outdoor_oreburgh,165,NORMAL
outdoor_oreburgh,166,NORMAL
outdoor_oreburgh,167,NORMAL
outdoor_oreburgh,168,NORMAL
outdoor_oreburgh,169,NORMAL
outdoor_oreburgh,170,NORMAL
outdoor_oreburgh,171,NORMAL
outdoor_oreburgh,172,NORMAL
outdoor_oreburgh,173,NORMAL
outdoor_oreburgh,174,NORMAL
outdoor_oreburgh,175,NORMAL
outdoor_oreburgh,176,NORMAL
outdoor_oreburgh,177,NORMAL
outdoor_oreburgh,178,NORMAL
outdoor_oreburgh,179,NORMAL
outdoor_oreburgh,180,NORMAL
outdoor_oreburgh,181,NORMAL
outdoor_oreburgh,182,NORMAL
outdoor_oreburgh,183,NORMAL
outdoor_oreburgh,184,NORMAL
outdoor_oreburgh,185,NORMAL
outdoor_oreburgh,186,NORMAL
outdoor_oreburgh,187,NORMAL
outdoor_oreburgh,188,NORMAL
outdoor_oreburgh,189,NORMAL
outdoor_oreburgh,190,NORMAL
outdoor_oreburgh,191,NORMAL
outdoor_oreburgh,192,NORMAL
outdoor_oreburgh,193,NORMAL
outdoor_oreburgh,194,NORMAL
outdoor_oreburgh,195,NORMAL
outdoor_oreburgh,196,NORMAL
outdoor_oreburgh,197,NORMAL
outdoor_oreburgh,198,NORMAL
outdoor_oreburgh,199,NORMAL
outdoor_oreburgh,200,NORMAL
outdoor_oreburgh,201,NORMAL
outdoor_oreburgh,202,NORMAL
outdoor_oreburgh,203,NORMAL
outdoor_oreburgh,204,NORMAL
outdoor_oreburgh,205,NORMAL
outdoor_oreburgh,206,NORMAL
outdoor_oreburgh,207,NORMAL
outdoor_oreburgh,208,NORMAL
outdoor_oreburgh,209,NORMAL
outdoor_oreburgh,210,NORMAL
outdoor_oreburgh,211,NORMAL
outdoor_oreburgh,212,NORMAL
outdoor_oreburgh,213,NORMAL
outdoor_oreburgh,214,NORMAL
outdoor_oreburgh,215,NORMAL
outdoor_oreburgh,216,NORMAL
outdoor_oreburgh,217,NORMAL
outdoor_oreburgh,218,NORMAL
outdoor_oreburgh,219,NORMAL
outdoor_oreburgh,220,NORMAL
outdoor_oreburgh,221,NORMAL
outdoor_oreburgh,222,NORMAL
outdoor_oreburgh,223,NORMAL
outdoor_oreburgh,224,NORMAL
outdoor_oreburgh,225,NORMAL
outdoor_oreburgh,226,NORMAL
outdoor_oreburgh,227,NORMAL
outdoor_oreburgh,228,NORMAL
outdoor_oreburgh,229,NORMAL
outdoor_oreburgh,230,NORMAL
outdoor_oreburgh,231,NORMAL
outdoor_oreburgh,232,NORMAL
outdoor_oreburgh,233,NORMAL
outdoor_oreburgh,234,NORMAL
outdoor_oreburgh,235,NORMAL
outdoor_oreburgh,236,NORMAL
outdoor_oreburgh,237,NORMAL
outdoor_oreburgh,238,NORMAL
outdoor_oreburgh,239,NORMAL
outdoor_oreburgh,240,NORMAL
outdoor_oreburgh,241,NORMAL
outdoor_oreburgh,242,NORMAL
outdoor_oreburgh,243,NORMAL
outdoor_oreburgh,244,NORMAL
outdoor_oreburgh,245,NORMAL
outdoor_oreburgh,246,NORMAL
outdoor_oreburgh,247,NORMAL
outdoor_oreburgh,248,NORMAL
outdoor_oreburgh,249,NORMAL
outdoor_oreburgh,250,NORMAL
outdoor_oreburgh,251,NORMAL
outdoor_oreburgh,252,NORMAL
outdoor_oreburgh,253,NORMAL
outdoor_oreburgh,254,NORMAL
outdoor_oreburgh,255,NORMAL
indoor_mart,0,NORMAL
indoor_mart,1,NORMAL
indoor_mart,2,NORMAL
indoor_mart,3,NORMAL
indoor_mart,4,NORMAL
indoor_mart,5,NORMAL
indoor_mart,6,NORMAL
indoor_mart,7,NORMAL
indoor_mart,8,NORMAL
indoor_mart,9,NORMAL
indoor_mart,10,NORMAL
indoor_mart,11,NORMAL
indoor_mart,12,NORMAL
indoor_mart,13,NORMAL
indoor_mart,14,NORMAL
indoor_mart,15,NORMAL
indoor_mart,16,NORMAL
indoor_mart,17,NORMAL
indoor_mart,18,NORMAL
indoor_mart,19,NORMAL
indoor_mart,20,NORMAL
indoor_mart,21,NORMAL
indoor_mart,22,NORMAL
indoor_mart,23,NORMAL
indoor_mart,24,NORMAL
indoor_mart,25,NORMAL
indoor_mart,26,NORMAL
indoor_mart,27,NORMAL
indoor_mart,28,NORMAL
indoor_mart,29,NORMAL
indoor_mart,30,NORMAL
indoor_mart,31,NORMAL
indoor_mart,32,NORMAL
indoor_mart,33,NORMAL
indoor_mart,34,NORMAL
indoor_mart,35,NORMAL
indoor_mart,36,NORMAL
indoor_mart,37,NORMAL
indoor_mart,38,NORMAL
indoor_mart,39,NORMAL
indoor_mart,40,NORMAL
indoor_mart,41,NORMAL
indoor_mart,42,NORMAL
indoor_mart,43,NORMAL
indoor_mart,44,NORMAL
indoor_mart,45,NORMAL
indoor_mart,46,NORMAL
indoor_mart,47,NORMAL
indoor_mart,48,NORMAL
indoor_mart,49,NORMAL
indoor_mart,50,NORMAL
indoor_mart,51,NORMAL
indoor_mart,52,NORMAL
indoor_mart,53,NORMAL
indoor_mart,54,NORMAL
indoor_mart,55,NORMAL
indoor_mart,56,NORMAL
indoor_mart,57,NORMAL
indoor_mart,58,NORMAL
indoor_mart,59,NORMAL
indoor_mart,60,NORMAL
indoor_mart,61,NORMAL
indoor_mart,62,NORMAL
indoor_mart,63,NORMAL
indoor_mart,64,NORMAL
indoor_mart,65,NORMAL
indoor_mart,66,NORMAL
indoor_mart,67,NORMAL
indoor_mart,68,NORMAL
indoor_mart,69,NORMAL
indoor_mart,70,NORMAL
indoor_mart,71,NORMAL
indoor_mart,72,NORMAL
indoor_mart,73,NORMAL
indoor_mart,74,NORMAL
indoor_mart,75,NORMAL
indoor_mart,76,NORMAL
indoor_mart,77,NORMAL
indoor_mart,78,NORMAL
indoor_mart,79,NORMAL
indoor_mart,80,NORMAL
indoor_mart,81,NORMAL
indoor_mart,82,NORMAL
indoor_mart,83,NORMAL
indoor_mart,84,NORMAL
indoor_mart,85,NORMAL
indoor_mart,86,NORMAL
indoor_mart,87,NORMAL
indoor_mart,88,NORMAL
indoor_mart,89,NORMAL
indoor_mart,90,NORMAL
indoor_mart,91,NORMAL
indoor_mart,92,NORMAL
indoor_mart,93,NORMAL
indoor_mart,94,NORMAL
indoor_mart,95,NORMAL
indoor_mart,96,NORMAL
indoor_mart,97,NORMAL
indoor_mart,98,NORMAL
indoor_mart,99,NORMAL
indoor_mart,100,NORMAL
indoor_mart,101,NORMAL
indoor_mart,102,NORMAL
indoor_mart,103,NORMAL
indoor_mart,104,NORMAL
indoor_mart,105,NORMAL
indoor_mart,106,NORMAL
indoor_mart,107,NORMAL
indoor_mart,108,NORMAL
indoor_mart,109,NORMAL
indoor_mart,110,NORMAL
indoor_mart,111,NORMAL
indoor_mart,112,NORMAL
indoor_mart,113,NORMAL
indoor_mart,114,NORMAL
indoor_mart,115,NORMAL
indoor_mart,116,NORMAL
indoor_mart,117,NORMAL
indoor_mart,118,NORMAL
indoor_mart,119,NORMAL
indoor_mart,120,NORMAL
indoor_mart,121,NORMAL
indoor_mart,122,NORMAL
indoor_mart,123,NORMAL
indoor_mart,124,NORMAL
indoor_mart,125,NORMAL
indoor_mart,126,NORMAL
indoor_mart,127,NORMAL
gym_oreburgh,0,NORMAL
gym_oreburgh,1,NORMAL
gym_oreburgh,2,NORMAL
gym_oreburgh,3,NORMAL
gym_oreburgh,4,NORMAL
gym_oreburgh,5,NORMAL
gym_oreburgh,6,NORMAL
gym_oreburgh,7,NORMAL
gym_oreburgh,8,NORMAL
gym_oreburgh,9,NORMAL
gym_oreburgh,10,NORMAL
gym_oreburgh,11,NORMAL
gym_oreburgh,12,NORMAL
gym_oreburgh,13,NORMAL
gym_oreburgh,14,NORMAL
gym_oreburgh,15,NORMAL
gym_oreburgh,16,NORMAL
gym_oreburgh,17,NORMAL
gym_oreburgh,18,NORMAL
gym_oreburgh,19,NORMAL
gym_oreburgh,20,NORMAL
gym_oreburgh,21,NORMAL
gym_oreburgh,22,NORMAL
gym_oreburgh,23,NORMAL
gym_oreburgh,24,NORMAL
gym_oreburgh,25,NORMAL
gym_oreburgh,26,NORMAL
gym_oreburgh,27,NORMAL
gym_oreburgh,28,NORMAL
gym_oreburgh,29,NORMAL
gym_oreburgh,30,NORMAL
gym_oreburgh,31,NORMAL
gym_oreburgh,32,NORMAL
gym_oreburgh,33,NORMAL
gym_oreburgh,34,NORMAL
gym_oreburgh,35,NORMAL
gym_oreburgh,36,NORMAL
gym_oreburgh,37,NORMAL
gym_oreburgh,38,NORMAL
gym_oreburgh,39,NORMAL
gym_oreburgh,40,NORMAL
gym_oreburgh,41,NORMAL
gym_oreburgh,42,NORMAL
gym_oreburgh,43,NORMAL
gym_oreburgh,44,NORMAL
gym_oreburgh,45,NORMAL
gym_oreburgh,46,NORMAL
gym_oreburgh,47,NORMAL
gym_oreburgh,48,NORMAL
gym_oreburgh,49,NORMAL
gym_oreburgh,50,NORMAL
gym_oreburgh,51,NORMAL
gym_oreburgh,52,NORMAL
gym_oreburgh,53,NORMAL
gym_oreburgh,54,NORMAL
gym_oreburgh,55,NORMAL
gym_oreburgh,56,NORMAL
gym_oreburgh,57,NORMAL
gym_oreburgh,58,NORMAL
gym_oreburgh,59,NORMAL
gym_oreburgh,60,NORMAL
gym_oreburgh,61,NORMAL
gym_oreburgh,62,NORMAL
gym_oreburgh,63,NORMAL
gym_oreburgh,64,NORMAL
gym_oreburgh,65,NORMAL
gym_oreburgh,66,NORMAL
gym_oreburgh,67,NORMAL
gym_oreburgh,68,NORMAL
gym_oreburgh,69,NORMAL
gym_oreburgh,70,NORMAL
gym_oreburgh,71,NORMAL
gym_oreburgh,72,NORMAL
gym_oreburgh,73,NORMAL
gym_oreburgh,74,NORMAL
gym_oreburgh,75,NORMAL
gym_oreburgh,76,NORMAL
gym_oreburgh,77,NORMAL
gym_oreburgh,78,NORMAL
gym_oreburgh,79,NORMAL
gym_oreburgh,80,NORMAL
gym_oreburgh,81,NORMAL
gym_oreburgh,82,NORMAL
gym_oreburgh,83,NORMAL
gym_oreburgh,84,NORMAL
gym_oreburgh,85,NORMAL
gym_oreburgh,86,NORMAL
gym_oreburgh,87,NORMAL
gym_oreburgh,88,NORMAL
gym_oreburgh,89,NORMAL
gym_oreburgh,90,NORMAL
gym_oreburgh,91,NORMAL
gym_oreburgh,92,NORMAL
gym_oreburgh,93,NORMAL
gym_oreburgh,94,NORMAL
gym_oreburgh,95,NORMAL
gym_oreburgh,96,NORMAL
gym_oreburgh,97,NORMAL
gym_oreburgh,98,NORMAL
gym_oreburgh,99,NORMAL
gym_oreburgh,100,NORMAL
gym_oreburgh,101,NORMAL
gym_oreburgh,102,NORMAL
gym_oreburgh,103,NORMAL
gym_oreburgh,104,NORMAL
gym_oreburgh,105,NORMAL
gym_oreburgh,106,NORMAL
gym_oreburgh,107,NORMAL
gym_oreburgh,108,NORMAL
gym_oreburgh,109,NORMAL
gym_oreburgh,110,NORMAL
gym_oreburgh,111,NORMAL
gym_oreburgh,112,NORMAL
gym_oreburgh,113,NORMAL
gym_oreburgh,114,NORMAL
gym_oreburgh,115,NORMAL
gym_oreburgh,116,NORMAL
gym_oreburgh,117,NORMAL
gym_oreburgh,118,NORMAL
gym_oreburgh,119,NORMAL
gym_oreburgh,120,NORMAL
gym_oreburgh,121,NORMAL
gym_oreburgh,122,NORMAL
gym_oreburgh,123,NORMAL
gym_oreburgh,124,NORMAL
gym_oreburgh,125,NORMAL
gym_oreburgh,126,NORMAL
gym_oreburgh,127,NORMAL
indoor_windworks,0,NORMAL
indoor_windworks,1,NORMAL
indoor_windworks,2,NORMAL
indoor_windworks,3,NORMAL
indoor_windworks,4,NORMAL
indoor_windworks,5,NORMAL
indoor_windworks,6,NORMAL
indoor_windworks,7,NORMAL
indoor_windworks,8,NORMAL
indoor_windworks,9,NORMAL
indoor_windworks,10,NORMAL
indoor_windworks,11,NORMAL
indoor_windworks,12,NORMAL
indoor_windworks,13,NORMAL
indoor_windworks,14,NORMAL
indoor_windworks,15,NORMAL
indoor_windworks,16,NORMAL
indoor_windworks,17,NORMAL
indoor_windworks,18,NORMAL
indoor_windworks,19,NORMAL
indoor_windworks,20,NORMAL
indoor_windworks,21,NORMAL
indoor_windworks,22,NORMAL
indoor_windworks,23,NORMAL
indoor_windworks,24,NORMAL
indoor_windworks,25,NORMAL
indoor_windworks,26,NORMAL
indoor_windworks,27,NORMAL
indoor_windworks,28,NORMAL
indoor_windworks,29,NORMAL
indoor_windworks,30,NORMAL
indoor_windworks,31,NORMAL
indoor_windworks,32,NORMAL
indoor_windworks,33,NORMAL
indoor_windworks,34,NORMAL
indoor_windworks,35,NORMAL
indoor_windworks,36,NORMAL
indoor_windworks,37,NORMAL
indoor_windworks,38,NORMAL
indoor_windworks,39,NORMAL
indoor_windworks,40,NORMAL
indoor_windworks,41,NORMAL
indoor_windworks,42,NORMAL
indoor_windworks,43,NORMAL
indoor_windworks,44,NORMAL
indoor_windworks,45,NORMAL
indoor_windworks,46,NORMAL
indoor_windworks,47,NORMAL
indoor_windworks,48,NORMAL
indoor_windworks,49,NORMAL
indoor_windworks,50,NORMAL
indoor_windworks,51,NORMAL
indoor_windworks,52,NORMAL
indoor_windworks,53,NORMAL
indoor_windworks,54,NORMAL
indoor_windworks,55,NORMAL
indoor_windworks,56,NORMAL
indoor_windworks,57,NORMAL
indoor_windworks,58,NORMAL
indoor_windworks,59,NORMAL
indoor_windworks,60,NORMAL
indoor_windworks,61,NORMAL
indoor_windworks,62,NORMAL
indoor_windworks,63,NORMAL
indoor_windworks,64,NORMAL
indoor_windworks,65,NORMAL
indoor_windworks,66,NORMAL
indoor_windworks,67,NORMAL
indoor_windworks,68,NORMAL
indoor_windworks,69,NORMAL
indoor_windworks,70,NORMAL
indoor_windworks,71,NORMAL
indoor_windworks,72,NORMAL
indoor_windworks,73,NORMAL
indoor_windworks,74,NORMAL
indoor_windworks,75,NORMAL
indoor_windworks,76,NORMAL
indoor_windworks,77,NORMAL
indoor_windworks,78,NORMAL
indoor_windworks,79,NORMAL
indoor_windworks,80,NORMAL
indoor_windworks,81,NORMAL
indoor_windworks,82,NORMAL
indoor_windworks,83,NORMAL
indoor_windworks,84,NORMAL
indoor_windworks,85,NORMAL
indoor_windworks,86,NORMAL
indoor_windworks,87,NORMAL
indoor_windworks,88,NORMAL
indoor_windworks,89,NORMAL
indoor_windworks,90,NORMAL
indoor_windworks,91,NORMAL
indoor_windworks,92,NORMAL
indoor_windworks,93,NORMAL
indoor_windworks,94,NORMAL
indoor_windworks,95,NORMAL
indoor_windworks,96,NORMAL
indoor_windworks,97,NORMAL
indoor_windworks,98,NORMAL
indoor_windworks,99,NORMAL
indoor_windworks,100,NORMAL
indoor_windworks,101,NORMAL
indoor_windworks,102,NORMAL
indoor_windworks,103,NORMAL
indoor_windworks,104,NORMAL
indoor_windworks,105,NORMAL
indoor_windworks,106,NORMAL
indoor_windworks,107,NORMAL
indoor_windworks,108,NORMAL
indoor_windworks,109,NORMAL
indoor_windworks,110,NORMAL
indoor_windworks,111,NORMAL
indoor_windworks,112,NORMAL
indoor_windworks,113,NORMAL
indoor_windworks,114,NORMAL
indoor_windworks,115,NORMAL
indoor_windworks,116,NORMAL
indoor_windworks,117,NORMAL
indoor_windworks,118,NORMAL
indoor_windworks,119,NORMAL
indoor_windworks,120,NORMAL
indoor_windworks,121,NORMAL
indoor_windworks,122,NORMAL
indoor_windworks,123,NORMAL
indoor_windworks,124,NORMAL
indoor_windworks,125,NORMAL
indoor_windworks,126,NORMAL
indoor_windworks,127,NORMAL
outdoor_route_204,0,NORMAL
outdoor_route_204,1,NORMAL
outdoor_route_204,2,NORMAL
outdoor_route_204,3,NORMAL
outdoor_route_204,4,NORMAL
outdoor_route_204,5,NORMAL
outdoor_route_204,6,NORMAL
outdoor_route_204,7,NORMAL
outdoor_route_204,8,NORMAL
outdoor_route_204,9,NORMAL
outdoor_route_204,10,NORMAL
outdoor_route_204,11,NORMAL
outdoor_route_204,12,NORMAL
outdoor_route_204,13,NORMAL
outdoor_route_204,14,NORMAL
outdoor_route_204,15,NORMAL
outdoor_route_204,16,NORMAL
outdoor_route_204,17,NORMAL
outdoor_route_204,18,NORMAL
outdoor_route_204,19,NORMAL
outdoor_route_204,20,NORMAL
outdoor_route_204,21,NORMAL
outdoor_route_204,22,NORMAL
outdoor_route_204,23,NORMAL
outdoor_route_204,24,NORMAL
outdoor_route_204,25,NORMAL
outdoor_route_204,26,NORMAL
outdoor_route_204,27,NORMAL
outdoor_route_204,28,NORMAL
outdoor_route_204,29,NORMAL
outdoor_route_204,30,NORMAL
outdoor_route_204,31,NORMAL
outdoor_route_204,32,NORMAL
outdoor_route_204,33,NORMAL
outdoor_route_204,34,NORMAL
outdoor_route_204,35,NORMAL
outdoor_route_204,36,NORMAL
outdoor_route_204,37,NORMAL
outdoor_route_204,38,NORMAL
outdoor_route_204,39,NORMAL
outdoor_route_204,40,NORMAL
outdoor_route_204,41,NORMAL
outdoor_route_204,42,NORMAL
outdoor_route_204,43,NORMAL
outdoor_route_204,44,NORMAL
outdoor_route_204,45,NORMAL
